,round_epochs,val_loss,val_acc,val_fmeasure_acc,loss,acc,fmeasure_acc,first_neuron,activation,optimizer,losses,hidden_layers,batch_size,epochs,dropout,kernel_initializer,lr,last_activation,
288,50,0.6863497387279164,0.7090908993374218,0.4979939731684598,0.6823502397537231,0.8320000171661377,0.28764575600624087,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.0,uniform,0.01,sigmoid,288
289,50,0.6924709948626432,0.6363636417822405,0.16783214699138294,0.6922819876670837,0.7440000081062317,0.2238339066505432,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.2,uniform,0.001,sigmoid,289
290,50,0.6385996287519281,0.709090921011838,0.4500506980852647,0.5961381936073303,0.8320000100135804,0.34399996519088744,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.1,normal,0.1,sigmoid,290
291,25,0.6929421045563438,0.6000000021674416,0.5465039448304609,0.6932620859146118,0.45600000977516175,0.2479364836215973,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.0,uniform,0.001,sigmoid,291
292,4,0.6545693332498724,0.709090921011838,0.0,0.6285987496376038,0.8319999957084656,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.0,uniform,0.01,sigmoid,292
293,4,0.6917876438661055,0.6909090984951366,0.13275611942464655,0.690785460472107,0.8319999980926513,0.23733330965042115,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,uniform,0.1,sigmoid,293
294,50,0.6929996447129683,0.5999999967488375,0.28877000646157697,0.6928166270256042,0.6640000057220459,0.24578944444656373,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.2,uniform,0.001,sigmoid,294
295,25,0.6840804490176114,0.709090921011838,0.0,0.6783485221862793,0.8320000100135804,0.09599998712539673,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.1,uniform,0.001,sigmoid,295
296,4,0.683355223048817,0.7090908993374218,0.0,0.6778934693336487,0.8320000100135804,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.0,uniform,0.1,sigmoid,296
297,4,0.690274796702645,0.709090921011838,0.0,0.689005184173584,0.8320000028610229,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.0,uniform,0.1,sigmoid,297
298,4,0.6947180737148632,0.2909090938893231,0.43722939220341767,0.6954187226295471,0.3040000063180923,0.2912105333805084,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.2,uniform,0.001,sigmoid,298
299,25,0.6751713265072216,0.709090921011838,0.0,0.6646462488174438,0.8320000028610229,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.0,normal,0.1,sigmoid,299
300,4,0.6933252811431885,0.4363636374473572,0.33116878162730823,0.6933254194259644,0.4240000057220459,0.2881344509124756,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.0,uniform,0.01,sigmoid,300
301,4,0.6930828853086992,0.5818181688135321,0.32727267796343024,0.693101589679718,0.5280000126361847,0.24399996757507325,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.0,uniform,0.001,sigmoid,301
302,4,0.6858065670186823,0.709090921011838,0.0,0.6815091514587402,0.8320000004768372,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.0,uniform,0.001,sigmoid,302
303,4,0.69244169105183,0.6545454588803378,0.20909088308160956,0.6919608473777771,0.6960000014305114,0.10533332347869873,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,normal,0.001,sigmoid,303
304,4,0.6634328040209684,0.7090908993374218,0.0,0.646201856136322,0.8320000076293945,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.0,normal,0.1,sigmoid,304
305,4,0.6741292639212175,0.7090908993374218,0.0,0.6606649589538575,0.8400000047683716,0.2506666469573975,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.2,normal,0.001,sigmoid,305
306,50,0.6487424969673157,0.7090908993374218,0.0,0.6184083986282348,0.8320000195503234,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.0,normal,0.01,sigmoid,306
307,25,0.6781058040532199,0.709090921011838,0.0,0.6669305276870727,0.8480000019073486,0.18857142448425293,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.1,uniform,0.001,sigmoid,307
308,4,0.695758499882438,0.2909090938893231,0.43722939220341767,0.6975326442718506,0.16800000369548798,0.2729403579235077,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.0,normal,0.001,sigmoid,308
309,25,0.6981268687681719,0.2909090938893231,0.43722939220341767,0.6995365095138549,0.32800000786781314,0.2947008192539215,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.001,sigmoid,309
310,50,0.6849939606406472,0.7090908993374218,0.0,0.6799738740921021,0.8400000023841858,0.10666665077209472,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.2,uniform,0.01,sigmoid,310
311,25,0.7014167254621332,0.2909090952439742,0.4500506980852647,0.7041931295394898,0.28800001204013825,0.31178375244140627,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.1,normal,0.001,sigmoid,311
312,10,0.6753455021164634,0.7090908993374218,0.44729338721795514,0.6628460812568665,0.84,0.29128202199935915,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.2,uniform,0.1,sigmoid,312
313,50,0.6918745040893555,0.709090921011838,0.0,0.6912204694747924,0.8320000100135804,0.0,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.2,uniform,0.01,sigmoid,313
314,4,0.6930094578049399,0.6363636472008445,0.15151513164693658,0.6928927111625671,0.7119999969005585,0.1573333215713501,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.2,uniform,0.01,sigmoid,314
315,4,0.7185205112804066,0.2909090938893231,0.43722939220341767,0.7340226554870606,0.19200000345706938,0.27415247917175295,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,normal,0.01,sigmoid,315
316,4,0.6928363388234918,0.709090921011838,0.0,0.6926580142974853,0.8239999890327454,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.0,uniform,0.001,sigmoid,316
317,4,0.6928835727951743,0.5090909139676527,0.25702475959604437,0.692314248085022,0.6480000042915344,0.28608721017837524,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.1,normal,0.01,sigmoid,317
318,25,0.6928721774708141,0.7272727218541232,0.39680315960537305,0.6926631546020507,0.7439999938011169,0.289054913520813,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.0,uniform,0.01,sigmoid,318
319,10,0.700185093012723,0.2909090938893231,0.43722939220341767,0.7042548394203186,0.16800000429153442,0.2796536433696747,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.0,uniform,0.001,sigmoid,319
320,50,0.6867549365217035,0.709090921011838,0.0,0.6828272867202759,0.8320000100135804,0.0,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.1,uniform,0.1,sigmoid,320
321,10,0.7184545614502647,0.2909090952439742,0.4500506980852647,0.7294525575637817,0.24000000834465027,0.300711829662323,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.2,normal,0.001,sigmoid,321
322,10,0.6931710947643627,0.4909090914509513,0.3237761868671937,0.6928173875808716,0.6080000066757202,0.2835555148124695,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.0,uniform,0.01,sigmoid,322
323,25,0.6841245727105574,0.709090921011838,0.0,0.674983184337616,0.7040000021457672,0.32304758071899414,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.2,normal,0.001,sigmoid,323
324,25,0.7016953067346052,0.2909090952439742,0.4500506980852647,0.7052369427680969,0.2160000091791153,0.2998038899898529,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,normal,0.001,sigmoid,324
325,25,0.6439249840649691,0.709090921011838,0.0,0.6121923279762268,0.8399999904632568,0.26399999141693115,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.1,sigmoid,325
326,50,0.6628927534276788,0.7090908993374218,0.0,0.6417188763618469,0.8400000047683716,0.31288885354995727,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.1,normal,0.01,sigmoid,326
327,10,0.6894389282573353,0.709090921011838,0.06993004544214769,0.6867322993278503,0.8319999957084656,0.043636350631713866,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.1,normal,0.1,sigmoid,327
328,4,0.6928664120760831,0.672727265141227,0.3216782659292221,0.6927631163597107,0.6800000190734863,0.1919999599456787,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.1,uniform,0.01,sigmoid,328
329,4,0.6919294216416099,0.709090921011838,0.060606051575053825,0.6915786027908325,0.8319999980926513,0.14222220659255982,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.0,uniform,0.1,sigmoid,329
330,50,0.6903511881828308,0.709090921011838,0.4003148078918457,0.68726060628891,0.8400000047683716,0.3950475764274597,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.1,normal,0.01,sigmoid,330
331,25,0.692652778192,0.5999999913302335,0.34224595264955,0.6916570878028869,0.5920000159740448,0.3158441233634949,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.2,normal,0.001,sigmoid,331
332,50,0.6857462200251493,0.709090921011838,0.43722939220341767,0.6814211893081665,0.8320000028610229,0.28484844326972963,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.0,uniform,0.01,sigmoid,332
333,10,0.723422646522522,0.2909090938893231,0.43722939220341767,0.7399855470657348,0.16800000488758088,0.28111884236335755,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,10,0.0,uniform,0.01,sigmoid,333
334,10,0.7354543480006132,0.2909090952439742,0.4500506980852647,0.7593616151809692,0.16800000578165053,0.2869467532634735,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,normal,0.1,sigmoid,334
335,50,0.6922719912095503,0.7090908939188177,0.39485762877897784,0.6917065954208375,0.7199999904632568,0.3071861124038696,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.2,normal,0.001,sigmoid,335
336,4,0.6913307525894858,0.7090908993374218,0.0,0.6895690965652466,0.6960000085830689,0.26282825469970705,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.1,normal,0.001,sigmoid,336
337,10,0.691795365376906,0.709090921011838,0.35714281418106775,0.6901232242584229,0.8480000019073486,0.26857139110565187,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,uniform,0.1,sigmoid,337
338,25,0.7098756540905345,0.2909090938893231,0.44729338721795514,0.7191605305671692,0.17600000500679017,0.28822131276130675,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.2,uniform,0.01,sigmoid,338
339,4,0.6918193914673545,0.709090921011838,0.09917353229089217,0.6914852285385131,0.8319999957084656,0.21184612154960633,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.0,uniform,0.1,sigmoid,339
340,25,0.6859395395625721,0.709090921011838,0.43722939220341767,0.6817269539833068,0.8320000004768372,0.27804192423820495,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.0,uniform,0.01,sigmoid,340
341,25,0.6898465373299338,0.709090921011838,0.3513328595594926,0.6869415140151978,0.8399999809265136,0.3464761734008789,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.1,normal,0.1,sigmoid,341
342,4,0.6921474608508024,0.709090921011838,0.22577417574145578,0.691719913482666,0.8239999961853027,0.16549447774887086,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,uniform,0.1,sigmoid,342
343,4,0.7069180661981757,0.2909090938893231,0.43722939220341767,0.7159288120269776,0.17600000500679017,0.274964998960495,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,normal,0.1,sigmoid,343
344,10,0.6994147246534174,0.2909090952439742,0.4500506980852647,0.7003336238861084,0.3200000071525574,0.31707523107528685,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.2,normal,0.01,sigmoid,344
345,50,0.6882109262726523,0.7272727218541232,0.37979794361374597,0.6848255872726441,0.8320000100135804,0.28047055602073667,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.0,normal,0.1,sigmoid,345
346,25,0.68265977230939,0.709090921011838,0.2388167056170377,0.6740350484848022,0.8320000028610229,0.21442421913146972,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.1,normal,0.1,sigmoid,346
347,4,0.6808161843906749,0.709090921011838,0.0,0.672788987159729,0.8160000014305114,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.1,uniform,0.001,sigmoid,347
348,4,0.6925011331384833,0.6727272922342474,0.4924029924652793,0.6926947522163391,0.6640000057220459,0.2863837993144989,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.0,normal,0.1,sigmoid,348
349,4,0.6864366856488314,0.709090921011838,0.0,0.6813775706291199,0.8400000023841858,0.06857141733169556,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,uniform,0.001,sigmoid,349
350,4,0.6970202380960638,0.2909090952439742,0.4500506980852647,0.6973072671890259,0.3440000069141388,0.29933441162109375,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.2,uniform,0.01,sigmoid,350
351,10,0.6884757497093894,0.709090921011838,0.0,0.6857100915908814,0.8320000004768372,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.0,uniform,0.001,sigmoid,351
352,10,0.6929344751618125,0.527272722937844,0.3561962030150674,0.6925232863426208,0.6160000085830688,0.25210691571235655,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.2,normal,0.001,sigmoid,352
353,25,0.6915567950768904,0.6727272705598311,0.26446278528733685,0.6907135248184204,0.6959999990463257,0.3118973970413208,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.2,normal,0.01,sigmoid,353
354,4,0.6932001601565968,0.47272728248076007,0.2580556300553409,0.6929221105575561,0.6320000004768371,0.23094502687454224,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.1,uniform,0.01,sigmoid,354
355,25,0.6914747790856794,0.6363636282357302,0.4004722129214894,0.6904753923416138,0.7759999942779541,0.2106666374206543,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.0,normal,0.01,sigmoid,355
356,10,0.6812332597645846,0.7090908993374218,0.0,0.6727802586555481,0.8320000100135804,0.06399999141693115,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.1,uniform,0.01,sigmoid,356
357,50,0.6859561150724237,0.709090921011838,0.0,0.6807378792762756,0.8479999947547913,0.10666665077209472,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.1,uniform,0.001,sigmoid,357
358,50,0.6889731992374767,0.709090921011838,0.0,0.6864825129508972,0.8320000052452088,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.0,uniform,0.001,sigmoid,358
359,4,0.6930813897739757,0.527272722937844,0.4786999659104781,0.6930077075958252,0.5520000040531159,0.20149447917938232,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.2,uniform,0.001,sigmoid,359
360,25,0.7184022556651722,0.2909090938893231,0.43722939220341767,0.729528455734253,0.18400000393390656,0.28207788825035096,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.001,sigmoid,360
361,4,0.6932761777531017,0.3636363744735718,0.41101924126798456,0.6933670997619629,0.3680000102519989,0.289281359910965,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,uniform,0.001,sigmoid,361
362,4,0.6930212866176259,0.6000000075860457,0.0727272629737854,0.6928969097137451,0.6960000085830689,0.3103491830825806,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.2,uniform,0.01,sigmoid,362
363,10,0.6939149769869718,0.2909090938893231,0.44729338721795514,0.694294536113739,0.16800000488758088,0.2849749481678009,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,uniform,0.001,sigmoid,363
364,50,0.688726463101127,0.709090921011838,0.2640692266550931,0.6858229637145996,0.8320000052452088,0.1875555372238159,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.0,normal,0.01,sigmoid,364
365,50,0.6929442178119313,0.7272727489471436,0.6143540360710837,0.6931484436988831,0.6000000095367432,0.4123076462745667,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.1,normal,0.01,sigmoid,365
366,10,0.6927938623861833,0.7272727435285394,0.23030300573869186,0.6925049686431884,0.8399999952316284,0.28266664505004885,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.1,uniform,0.01,sigmoid,366
367,50,0.652880771593614,0.709090921011838,0.14285712350498547,0.6066107034683228,0.8320000052452088,0.17333332061767578,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,50,0.2,normal,0.1,sigmoid,367
368,50,0.6827653375538912,0.709090921011838,0.0,0.6765058088302612,0.8320000028610229,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.0,uniform,0.001,sigmoid,368
369,10,0.6930454698475924,0.6545454588803378,0.4040403393181888,0.6929448080062867,0.6640000116825103,0.33895850062370303,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.2,uniform,0.01,sigmoid,369
370,4,0.6962167620658875,0.2909090952439742,0.4500506980852647,0.7011709308624268,0.35200000762939454,0.2852687883377075,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.2,normal,0.1,sigmoid,370
371,10,0.6929397908124056,0.709090921011838,0.39160833846439014,0.6928372812271119,0.82400000333786,0.210302996635437,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.1,uniform,0.01,sigmoid,371
372,10,0.6781890175559304,0.7090908993374218,0.0,0.6686996483802795,0.8239999914169311,0.21638092041015625,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.2,normal,0.01,sigmoid,372
373,10,0.6846641031178561,0.709090921011838,0.0,0.6780863046646118,0.82400000333786,0.2672727084159851,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.1,normal,0.001,sigmoid,373
374,25,0.6923428936438127,0.6909091039137407,0.19999998266046698,0.6913245606422425,0.7919999980926513,0.3390475821495056,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.01,sigmoid,374
375,4,0.6929907961325212,0.5454545508731495,0.31659447063099255,0.6931971645355225,0.5520000040531159,0.1763809370994568,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.0,normal,0.001,sigmoid,375
376,50,0.66899742863395,0.709090921011838,0.0,0.6533577919006348,0.8400000095367431,0.12,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.2,uniform,0.01,sigmoid,376
377,4,0.6932251128283414,0.4181818257678639,0.22626260735771872,0.6931631207466126,0.5999999976158142,0.3382221877574921,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,normal,0.001,sigmoid,377
378,50,0.6122932488268072,0.7090908993374218,0.0,0.5370277357101441,0.8320000195503234,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.0,uniform,0.1,sigmoid,378
379,10,0.6952905546535145,0.2909090952439742,0.4500506980852647,0.6964142560958863,0.1680000078678131,0.2857142615318298,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,normal,0.001,sigmoid,379
380,10,0.6538239229809154,0.709090921011838,0.0,0.6290305376052856,0.8320000052452088,0.09333332061767578,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.1,uniform,0.1,sigmoid,380
381,4,0.6828644709153608,0.709090921011838,0.0,0.6762111401557922,0.8320000028610229,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.1,uniform,0.01,sigmoid,381
382,10,0.6929585446010936,0.6545454588803378,0.33828665993430396,0.6927663350105285,0.6080000233650208,0.18482221484184266,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,uniform,0.01,sigmoid,382
383,4,0.6927436752752825,0.5999999967488375,0.4761904180049896,0.693221366405487,0.4800000077486038,0.249731485247612,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.1,uniform,0.01,sigmoid,383
384,4,0.6535272977568887,0.7090908993374218,0.0,0.629799017906189,0.8320000123977661,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.0,uniform,0.1,sigmoid,384
